uri,name,type,n_variable,n_words,n_words_unique,n_characters,avg_char_per_word,n_loop,n_ifthen,arg_name,arg_type,arg_value,line,docs,list_functions,n_functions
repos/llama_index/llama-index-core/tests/postprocessor/test_base.py:test_keyword_postprocessor_for_non_english,test_keyword_postprocessor_for_non_english,function,11,87,51,1391,15.99,0,0,[],[],[],337,"['    """"""Test keyword processor for non English.""""""\n']","['TextNode', 'KeywordNodePostprocessor', 'postprocessor.postprocess_nodes', 'len']",4
repos/llama_index/llama-index-core/tests/postprocessor/test_base.py:test_time_weighted_postprocessor,test_time_weighted_postprocessor,function,9,129,57,1402,10.87,0,0,[],[],[],254,"['    """"""Test time weighted processor.""""""\n']","['TextNode', 'TimeWeightedPostprocessor', 'postprocessor.postprocess_nodes', 'len', 'cast', 'NodeWithScore', 'enumerate']",7
repos/llama_index/llama-index-core/tests/postprocessor/test_llm_rerank.py:mock_format_node_batch_fn,mock_format_node_batch_fn,function,1,6,6,51,8.5,0,0,['nodes'],[' List[BaseNode]'],[None],39,"['    """"""Mock format node batch fn.""""""\n']",[],0
repos/llama_index/llama-index-core/tests/postprocessor/test_llm_rerank.py:mock_llmpredictor_predict,mock_llmpredictor_predict,function,16,58,47,520,8.97,1,1,"['self', 'prompt', '**prompt_args']","[' Any', ' BasePromptTemplate', ' Any']","[None, None, None]",13,"['    """"""Patch llm predictor predict.""""""\n']","['context_str.split', 'enumerate', 'choices_and_scores.append']",3
repos/llama_index/llama-index-core/tests/postprocessor/test_llm_rerank.py:test_llm_rerank,test_llm_rerank,function,10,44,40,674,15.32,0,0,['mock_service_context'],[' ServiceContext'],[None],49,"['    """"""Test LLM rerank.""""""\n']","['TextNode', 'LLMRerank', 'llm_rerank.postprocess_nodes', 'QueryBundle', 'len']",5
repos/llama_index/llama-index-core/tests/postprocessor/test_metadata_replacement.py:test_metadata_replacement,test_metadata_replacement,function,7,31,23,315,10.16,0,0,[],[],[],5,[],"['TextNode', 'MetadataReplacementPostProcessor', 'postprocessor.postprocess_nodes', 'len']",4
repos/llama_index/llama-index-core/tests/postprocessor/test_optimizer.py:mock_get_text_embedding,mock_get_text_embedding,function,3,51,20,242,4.75,0,1,['text'],[' str'],[None],23,"['    """"""Mock get text embedding.""""""\n']",['ValueError'],1
repos/llama_index/llama-index-core/tests/postprocessor/test_optimizer.py:mock_get_text_embedding_chinese,mock_get_text_embedding_chinese,function,3,52,21,243,4.67,0,1,['text'],[' str'],[None],45,"['    """"""Mock get text embedding.""""""\n']",['ValueError'],1
repos/llama_index/llama-index-core/tests/postprocessor/test_optimizer.py:mock_get_text_embeddings,mock_get_text_embeddings,function,1,6,6,51,8.5,0,0,['texts'],[' List[str]'],[None],40,"['    """"""Mock get text embeddings.""""""\n']",[],0
repos/llama_index/llama-index-core/tests/postprocessor/test_optimizer.py:mock_get_text_embeddings_chinese,mock_get_text_embeddings_chinese,function,1,6,6,59,9.83,0,0,['texts'],[' List[str]'],[None],62,"['    """"""Mock get text embeddings.""""""\n']",[],0
repos/llama_index/llama-index-core/tests/postprocessor/test_optimizer.py:mock_tokenizer_fn,mock_tokenizer_fn,function,2,3,3,20,6.67,0,0,['text'],[' str'],[None],11,"['    """"""Mock tokenizer function.""""""\n']",['text.split'],1
repos/llama_index/llama-index-core/tests/postprocessor/test_optimizer.py:mock_tokenizer_fn2,mock_tokenizer_fn2,function,2,2,2,21,10.5,0,0,['text'],[' str'],[None],17,"['    """"""Mock tokenizer function.""""""\n']",['text.split'],1
repos/llama_index/llama-index-core/tests/postprocessor/test_optimizer.py:test_optimizer,test_optimizer,function,17,130,40,2039,15.68,0,0,"['_mock_embeds', '_mock_embed']","[' Any', ' Any']","[None, None]",71,"['    """"""Test optimizer.""""""\n']","['SentenceEmbeddingOptimizer', 'embed_model=MockEmbedding', 'QueryBundle', 'TextNode', 'optimizer.postprocess_nodes']",5
repos/llama_index/llama-index-core/tests/postprocessor/test_rankgpt_rerank.py:mock_rankgpt_chat,mock_rankgpt_chat,function,2,9,8,88,9.78,0,0,"['self', 'messages', '**kwargs']","[' Any', None, ' Any']","[None, None, None]",12,[],"['ChatResponse', 'message=ChatMessage']",2
repos/llama_index/llama-index-core/tests/postprocessor/test_rankgpt_rerank.py:test_rankgpt_rerank,test_rankgpt_rerank,function,6,18,16,243,13.5,0,0,[],[],[],39,[],"['RankGPTRerank', 'llm=MockLLM', 'rankgpt_rerank.postprocess_nodes', 'len']",4
repos/llama_index/llama-index-core/tests/program/test_function_program.py:_get_mock_album_response,_get_mock_album_response,function,6,26,25,268,10.31,0,1,"['allow_parallel_tool_calls', '']","[' bool ', None]","[' False', None]",44,"['    """"""Get mock album.""""""\n']","['ToolOutput', 'content=str', 'AgentChatResponse']",3
repos/llama_index/llama-index-core/tests/program/test_function_program.py:test_function_program,test_function_program,function,9,31,27,407,13.13,0,0,[],[],[],104,"['    """"""Test Function program.""""""\n']","['FunctionCallingProgram.from_defaults', 'llm=MockLLM', 'llm_program', 'isinstance']",4
repos/llama_index/llama-index-core/tests/program/test_function_program.py:test_function_program_multiple,test_function_program_multiple,function,10,45,37,601,13.36,0,0,[],[],[],120,"['    """"""Test Function program multiple.""""""\n']","['FunctionCallingProgram.from_defaults', 'llm=MockLLM', 'llm_program', 'isinstance', 'len']",5
repos/llama_index/llama-index-core/tests/program/test_function_program.py:MockAlbum,MockAlbum,class,5,6,5,41,6.83,0,0,[],[],[],25,[],[],0
repos/llama_index/llama-index-core/tests/program/test_function_program.py:MockLLM,MockLLM,class,7,62,30,753,12.15,0,0,[],[],[],70,[],[],0
repos/llama_index/llama-index-core/tests/program/test_function_program.py:MockSong,MockSong,class,2,2,2,9,4.5,0,0,[],[],[],19,[],[],0
repos/llama_index/llama-index-core/tests/program/test_function_program.py:MockLLM:metadata,MockLLM:metadata,method,2,2,2,49,24.5,0,0,['self'],[None],[None],100,[],['LLMMetadata'],1
repos/llama_index/llama-index-core/tests/program/test_function_program.py:MockLLM:predict_and_call,MockLLM:predict_and_call,method,2,4,4,85,21.25,0,0,"['self', 'tools', 'user_msg', 'ChatMessage]] ', 'chat_history', 'verbose', 'allow_parallel_tool_calls', '**kwargs', '']","[None, ' List[""BaseTool""]', ' Optional[Union[str', None, ' Optional[List[ChatMessage]] ', ' bool ', ' bool ', ' Any', None]","[None, None, None, ' None', ' None', ' False', ' False', None, None]",71,"['        """"""Predict and call the tool.""""""\n']",['_get_mock_album_response'],1
repos/llama_index/llama-index-core/tests/program/test_llm_program.py:test_llm_program,test_llm_program,function,7,23,21,327,14.22,0,0,[],[],[],50,"['    """"""Test LLM program.""""""\n']","['PydanticOutputParser', 'LLMTextCompletionProgram.from_defaults', 'llm=MockLLM', 'llm_program', 'isinstance']",5
repos/llama_index/llama-index-core/tests/program/test_llm_program.py:test_llm_program_with_messages,test_llm_program_with_messages,function,10,21,20,380,18.1,0,0,[],[],[],64,"['    """"""Test LLM program.""""""\n']","['ChatPromptTemplate', 'PydanticOutputParser', 'LLMTextCompletionProgram.from_defaults', 'llm=MockLLM', 'llm_program', 'isinstance']",6
repos/llama_index/llama-index-core/tests/program/test_llm_program.py:test_llm_program_with_messages_and_chat,test_llm_program_with_messages_and_chat,function,10,21,20,383,18.24,0,0,[],[],[],80,"['    """"""Test LLM program.""""""\n']","['ChatPromptTemplate', 'PydanticOutputParser', 'LLMTextCompletionProgram.from_defaults', 'llm=MockChatLLM', 'llm_program', 'isinstance']",6
repos/llama_index/llama-index-core/tests/program/test_llm_program.py:MockChatLLM,MockChatLLM,class,9,27,23,288,10.67,0,0,[],[],[],30,[],[],0
repos/llama_index/llama-index-core/tests/program/test_llm_program.py:MockLLM,MockLLM,class,8,20,17,206,10.3,0,0,[],[],[],19,[],[],0
repos/llama_index/llama-index-core/tests/program/test_llm_program.py:TestModel,TestModel,class,3,4,4,24,6.0,0,0,[],[],[],45,[],[],0
repos/llama_index/llama-index-core/tests/program/test_llm_program.py:MockChatLLM:chat,MockChatLLM:chat,method,5,10,10,140,14.0,0,0,"['self', 'prompt']","[None, ' str']","[None, None]",31,[],"['json.dumps', 'ChatResponse', 'message=ChatMessage']",3
repos/llama_index/llama-index-core/tests/program/test_llm_program.py:MockChatLLM:metadata,MockChatLLM:metadata,method,4,6,5,65,10.83,0,0,['self'],[None],[None],39,[],['LLMMetadata'],1
repos/llama_index/llama-index-core/tests/program/test_llm_program.py:MockLLM:complete,MockLLM:complete,method,5,7,7,94,13.43,0,0,"['self', 'prompt']","[None, ' str']","[None, None]",20,[],"['json.dumps', 'CompletionResponse']",2
repos/llama_index/llama-index-core/tests/program/test_llm_program.py:MockLLM:metadata,MockLLM:metadata,method,2,2,2,19,9.5,0,0,['self'],[None],[None],26,[],['LLMMetadata'],1
repos/llama_index/llama-index-core/tests/program/test_multi_modal_llm_program.py:test_multi_modal_llm_program,test_multi_modal_llm_program,function,8,24,22,414,17.25,0,0,[],[],[],35,"['    """"""Test Multi Modal LLM Pydantic program.""""""\n']","['PydanticOutputParser', 'MultiModalLLMCompletionProgram.from_defaults', 'multi_modal_llm=MockMultiModalLLM', 'multi_modal_llm_program', 'isinstance']",5
repos/llama_index/llama-index-core/tests/program/test_multi_modal_llm_program.py:MockMultiModalLLM,MockMultiModalLLM,class,8,24,21,268,11.17,0,0,[],[],[],17,[],[],0
repos/llama_index/llama-index-core/tests/program/test_multi_modal_llm_program.py:TestModel,TestModel,class,3,4,4,24,6.0,0,0,[],[],[],30,[],[],0
repos/llama_index/llama-index-core/tests/program/test_multi_modal_llm_program.py:MockMultiModalLLM:complete,MockMultiModalLLM:complete,method,5,7,7,94,13.43,0,0,"['self', 'prompt', 'image_documents']","[None, ' str', ' Sequence[ImageDocument]']","[None, None, None]",18,[],"['json.dumps', 'CompletionResponse']",2
repos/llama_index/llama-index-core/tests/program/test_multi_modal_llm_program.py:MockMultiModalLLM:metadata,MockMultiModalLLM:metadata,method,2,2,2,29,14.5,0,0,['self'],[None],[None],26,[],['MultiModalLLMMetadata'],1
repos/llama_index/llama-index-core/tests/prompts/test_base.py:output_parser,output_parser,function,2,2,2,58,29.0,0,0,[],[],[],32,[],['MockOutputParser'],1
repos/llama_index/llama-index-core/tests/prompts/test_base.py:test_chat_template,test_chat_template,function,10,58,42,618,10.66,0,0,[],[],[],59,[],"['ChatPromptTemplate', 'ChatMessage', 'chat_template.partial_format', 'partial_template.format_messages', 'partial_template.format']",5
repos/llama_index/llama-index-core/tests/prompts/test_base.py:test_chat_template_output_parser,test_chat_template_output_parser,function,8,38,30,440,11.58,0,0,['output_parser'],[' BaseOutputParser'],[None],85,[],"['ChatPromptTemplate', 'ChatMessage', 'chat_template.format_messages']",3
repos/llama_index/llama-index-core/tests/prompts/test_base.py:test_function_mappings,test_function_mappings,function,24,136,93,1572,11.56,0,0,[],[],[],204,"['    """"""Test function mappings.""""""\n']","['_format_abc', 'PromptTemplate', 'test_prompt.format', 'test_prompt.partial_format', 'test_prompt_partial.format', '_format_abc_2', 'test_prompt_2.format', 'pytest.raises', '_format_prompt_key1', 'test_prompt_3.format', 'ChatPromptTemplate', 'ChatMessage', 'chat_template.format']",13
repos/llama_index/llama-index-core/tests/prompts/test_base.py:test_selector_template,test_selector_template,function,17,62,48,762,12.29,0,0,[],[],[],107,[],"['PromptTemplate', 'ChatPromptTemplate', 'ChatMessage', 'SelectorPromptTemplate', 'isinstance', 'selector_template.partial_format', 'partial_template.format', 'partial_template.format_messages']",8
repos/llama_index/llama-index-core/tests/prompts/test_base.py:test_template,test_template,function,8,24,20,317,13.21,0,0,[],[],[],36,"['    """"""Test partial format.""""""\n']","['PromptTemplate', 'prompt.partial_format', 'isinstance', 'prompt_fmt.format', 'prompt_fmt.format_messages', 'ChatMessage']",6
repos/llama_index/llama-index-core/tests/prompts/test_base.py:test_template_output_parser,test_template_output_parser,function,5,15,13,194,12.93,0,0,['output_parser'],[' BaseOutputParser'],[None],51,[],"['PromptTemplate', 'prompt.format']",2
repos/llama_index/llama-index-core/tests/prompts/test_base.py:test_template_var_mappings,test_template_var_mappings,function,1,2,2,19,9.5,0,0,[],[],[],138,"['    """"""Test template variable mappings.""""""\n']",[],0
repos/llama_index/llama-index-core/tests/prompts/test_base.py:MockOutputParser,MockOutputParser,class,7,27,19,201,7.44,0,0,[],[],[],18,[],[],0
repos/llama_index/llama-index-core/tests/prompts/test_base.py:MockOutputParser:__init__,MockOutputParser:__init__,method,2,2,2,33,16.5,0,0,"['self', 'format_string']","[None, ' str']","[None, None]",21,[],[],0
repos/llama_index/llama-index-core/tests/prompts/test_base.py:MockOutputParser:format,MockOutputParser:format,method,2,4,4,36,9.0,0,0,"['self', 'query']","[None, ' str']","[None, None]",27,[],[],0
repos/llama_index/llama-index-core/tests/prompts/test_base.py:MockOutputParser:parse,MockOutputParser:parse,method,1,3,3,23,7.67,0,0,"['self', 'output']","[None, ' str']","[None, None]",24,[],[],0
repos/llama_index/llama-index-core/tests/prompts/test_guidance_utils.py:test_convert_pydantic_to_guidance_output_template_nested,test_convert_pydantic_to_guidance_output_template_nested,function,3,5,4,102,20.4,0,0,[],[],[],51,[],['pydantic_to_guidance_output_template'],1
repos/llama_index/llama-index-core/tests/prompts/test_guidance_utils.py:test_convert_pydantic_to_guidance_output_template_simple,test_convert_pydantic_to_guidance_output_template_simple,function,3,5,4,102,20.4,0,0,[],[],[],46,[],['pydantic_to_guidance_output_template'],1
repos/llama_index/llama-index-core/tests/prompts/test_guidance_utils.py:test_convert_to_handlebars,test_convert_to_handlebars,function,3,23,16,165,7.17,0,0,[],[],[],10,[],['convert_to_handlebars'],1
repos/llama_index/llama-index-core/tests/prompts/test_guidance_utils.py:TestNestedModel,TestNestedModel,class,3,4,4,42,10.5,0,0,[],[],[],31,[],[],0
repos/llama_index/llama-index-core/tests/prompts/test_guidance_utils.py:TestSimpleModel,TestSimpleModel,class,4,6,6,34,5.67,0,0,[],[],[],17,[],[],0
repos/llama_index/llama-index-core/tests/prompts/test_mixin.py:test_prompt_mixin,test_prompt_mixin,function,7,48,25,585,12.19,0,0,[],[],[],50,[],"['MockObject1', 'mock_obj1.get_prompts', 'PromptTemplate', 'mock_obj1.update_prompts']",4
repos/llama_index/llama-index-core/tests/prompts/test_mixin.py:MockObject1,MockObject1,class,10,45,34,498,11.07,0,2,[],[],[],29,[],[],0
repos/llama_index/llama-index-core/tests/prompts/test_mixin.py:MockObject2,MockObject2,class,8,34,26,320,9.41,0,1,[],[],[],12,[],[],0
repos/llama_index/llama-index-core/tests/prompts/test_mixin.py:MockObject1:__init__,MockObject1:__init__,method,4,10,10,131,13.1,0,0,['self'],[None],[None],13,[],"['MockObject2', 'PromptTemplate']",2
repos/llama_index/llama-index-core/tests/prompts/test_mixin.py:MockObject1:_get_prompt_modules,MockObject1:_get_prompt_modules,method,1,3,3,42,14.0,0,0,['self'],[None],[None],21,[],[],0
repos/llama_index/llama-index-core/tests/prompts/test_mixin.py:MockObject1:_get_prompts,MockObject1:_get_prompts,method,2,2,2,25,12.5,0,0,['self'],[None],[None],18,[],[],0
repos/llama_index/llama-index-core/tests/prompts/test_mixin.py:MockObject1:_update_prompts,MockObject1:_update_prompts,method,1,12,9,131,10.92,0,2,"['self', 'prompts']","[None, ' PromptDictType']","[None, None]",24,[],[],0
repos/llama_index/llama-index-core/tests/prompts/test_mixin.py:MockObject2:__init__,MockObject2:__init__,method,2,6,6,59,9.83,0,0,['self'],[None],[None],13,[],['PromptTemplate'],1
repos/llama_index/llama-index-core/tests/prompts/test_mixin.py:MockObject2:_get_prompt_modules,MockObject2:_get_prompt_modules,method,1,2,2,8,4.0,0,0,['self'],[None],[None],21,[],[],0
repos/llama_index/llama-index-core/tests/prompts/test_mixin.py:MockObject2:_get_prompts,MockObject2:_get_prompts,method,2,2,2,25,12.5,0,0,['self'],[None],[None],18,[],[],0
repos/llama_index/llama-index-core/tests/prompts/test_mixin.py:MockObject2:_update_prompts,MockObject2:_update_prompts,method,1,6,6,59,9.83,0,1,"['self', 'prompts']","[None, ' PromptDictType']","[None, None]",24,[],[],0
repos/llama_index/llama-index-core/tests/prompts/test_utils.py:test_get_template_vars,test_get_template_vars,function,3,10,9,105,10.5,0,0,[],[],[],4,[],['get_template_vars'],1
repos/llama_index/llama-index-core/tests/query_engine/test_cogniswitch_query_engine.py:query_engine,query_engine,function,2,6,6,90,15.0,0,0,[],[],[],12,[],['CogniswitchQueryEngine'],1
repos/llama_index/llama-index-core/tests/query_engine/test_cogniswitch_query_engine.py:test_query_knowledge_successful,test_query_knowledge_successful,function,6,19,18,235,12.37,0,0,"['mock_post', 'query_engine']","[' Any', ' CogniswitchQueryEngine']","[None, None]",19,[],"['query_engine.query_knowledge', 'isinstance']",2
repos/llama_index/llama-index-core/tests/query_engine/test_cogniswitch_query_engine.py:test_query_knowledge_unsuccessful,test_query_knowledge_unsuccessful,function,6,17,15,231,13.59,0,0,"['mock_post', 'query_engine']","[' Any', ' CogniswitchQueryEngine']","[None, None]",30,[],"['query_engine.query_knowledge', 'isinstance']",2
repos/llama_index/llama-index-core/tests/query_engine/test_retriever_query_engine.py:test_query_engine_falls_back_to_inheriting_retrievers_service_context,test_query_engine_falls_back_to_inheriting_retrievers_service_context,function,11,37,30,740,20.0,0,0,[],[],[],21,[],"['OpenAI', 'ServiceContext.from_defaults', 'TreeIndex.from_documents', 'TreeSelectLeafRetriever', 'RetrieverQueryEngine']",5
repos/llama_index/llama-index-core/tests/query_pipeline/test_components.py:bar_fn,bar_fn,function,2,4,4,23,5.75,0,0,"['a', 'b']","[' Any', ' Any']","[None, None]",32,"['    """"""Bar function.""""""\n']",['str'],1
repos/llama_index/llama-index-core/tests/query_pipeline/test_components.py:foo_fn,foo_fn,function,4,4,4,11,2.75,0,0,"['a', 'b', 'c']","[' int', ' int ', ' int ']","[None, ' 1', ' 2']",27,"['    """"""Foo function.""""""\n']",[],0
repos/llama_index/llama-index-core/tests/query_pipeline/test_components.py:sum_fn,sum_fn,function,2,2,2,12,6.0,0,0,['a'],[' List[int]'],[None],37,"['    """"""Mock list function.""""""\n']",['sum'],1
repos/llama_index/llama-index-core/tests/query_pipeline/test_components.py:test_arg_component,test_arg_component,function,8,17,15,167,9.82,0,0,[],[],[],85,"['    """"""Test arg component.""""""\n']","['ArgPackComponent', 'arg_c.run_component', 'FnComponent', 'QueryPipeline', 'p.run']",5
repos/llama_index/llama-index-core/tests/query_pipeline/test_components.py:test_fn_components,test_fn_components,function,7,39,27,539,13.82,0,0,[],[],[],42,"['    """"""Test components.""""""\n']","['FnComponent', 'foo_c.run_component', 'pytest.raises', 'bar_c.run_component']",4
repos/llama_index/llama-index-core/tests/query_pipeline/test_components.py:test_fn_pipeline,test_fn_pipeline,function,8,37,29,412,11.14,0,0,[],[],[],65,"['    """"""Test pipeline with function components.""""""\n']","['QueryPipeline', 'FnComponent', 'p.run', 'p2.add_modules', 'InputComponent', 'p2.add_link', 'p2.run']",7
repos/llama_index/llama-index-core/tests/query_pipeline/test_components.py:test_kwarg_component,test_kwarg_component,function,11,29,28,281,9.69,0,0,[],[],[],96,"['    """"""Test kwarg component.""""""\n']","['KwargPackComponent', 'arg_c.run_component', 'convert_fn', 'list', 'FnComponent', 'QueryPipeline', 'p.run']",7
repos/llama_index/llama-index-core/tests/query_pipeline/test_components.py:test_selector_component,test_selector_component,function,15,40,33,490,12.25,0,0,[],[],[],136,"['    """"""Test selector component.""""""\n']","['bar1_fn', 'str', 'bar2_fn', 'MockSelector', 'RouterComponent', 'FnComponent', 'router.run_component', 'SelectorComponent', 'selector_c.run_component', 'SingleSelection']",10
repos/llama_index/llama-index-core/tests/query_pipeline/test_components.py:MockSelector,MockSelector,class,8,42,27,405,9.64,0,0,[],[],[],112,[],[],0
repos/llama_index/llama-index-core/tests/query_pipeline/test_components.py:MockSelector:_get_prompts,MockSelector:_get_prompts,method,1,2,2,8,4.0,0,0,['self'],[None],[None],128,"['        """"""Get prompts.""""""\n']",[],0
repos/llama_index/llama-index-core/tests/query_pipeline/test_components.py:MockSelector:_select,MockSelector:_select,method,2,6,6,87,14.5,0,0,"['self', 'choices', 'query']","[None, ' Sequence[ToolMetadata]', ' QueryBundle']","[None, None, None]",115,"['        """"""Select.""""""\n']",['MultiSelection'],1
repos/llama_index/llama-index-core/tests/query_pipeline/test_components.py:MockSelector:_update_prompts,MockSelector:_update_prompts,method,0,0,0,0,0.0,0,0,[],[],[],132,"['        """"""Update prompts.""""""\n']",[],0
repos/llama_index/llama-index-core/tests/query_pipeline/test_query.py:test_query_pipeline_batch_chain_str,test_query_pipeline_batch_chain_str,function,9,43,37,399,9.28,0,0,[],[],[],423,"['    """"""Test add_chain with only module strings.""""""\n']","['QueryPipeline', 'InputComponent', 'QueryComponent3', 'QueryComponent1', 'p.add_links', 'Link', 'p.add_chain', 'p.run']",8
repos/llama_index/llama-index-core/tests/query_pipeline/test_query.py:test_query_pipeline_chain,test_query_pipeline_chain,function,4,8,7,90,11.25,0,0,[],[],[],136,"['    """"""Test query pipeline.""""""\n']","['QueryPipeline', 'p.run']",2
repos/llama_index/llama-index-core/tests/query_pipeline/test_query.py:test_query_pipeline_chain_str,test_query_pipeline_chain_str,function,9,39,33,375,9.62,0,0,[],[],[],400,"['    """"""Test add_chain with only module strings.""""""\n']","['QueryPipeline', 'InputComponent', 'QueryComponent3', 'QueryComponent1', 'p.add_links', 'Link', 'p.add_chain', 'p.run']",8
repos/llama_index/llama-index-core/tests/query_pipeline/test_query.py:test_query_pipeline_chain_str_intermediate_output,test_query_pipeline_chain_str_intermediate_output,function,13,86,59,907,10.55,0,0,[],[],[],446,"['    """"""Test add_chain with only module strings, showing intermediate outputs.""""""\n']","['QueryPipeline', 'InputComponent', 'QueryComponent3', 'QueryComponent1', 'p.add_links', 'Link', 'p.add_chain', 'p.run_with_intermediates']",8
repos/llama_index/llama-index-core/tests/query_pipeline/test_query.py:test_query_pipeline_conditional_edges,test_query_pipeline_conditional_edges,function,13,83,60,739,8.9,0,1,[],[],[],484,"['    """"""Test conditional edges.""""""\n']","['choose_fn', 'QueryPipeline', 'InputComponent', 'FnComponent', 'QueryComponent1', 'QueryComponent2', 'p.add_links', 'Link', 'p.run']",9
repos/llama_index/llama-index-core/tests/query_pipeline/test_query.py:test_query_pipeline_init,test_query_pipeline_init,function,13,90,49,893,9.92,0,0,[],[],[],349,"['    """"""Test query pipeline init params.""""""\n']","['QueryComponent1', 'QueryComponent2', 'InputComponent', 'QueryPipeline', 'Link', 'p.run', 'p.add_modules', 'p.add_links']",8
repos/llama_index/llama-index-core/tests/query_pipeline/test_query.py:test_query_pipeline_input_component,test_query_pipeline_input_component,function,12,35,27,390,11.14,0,0,[],[],[],154,"['    """"""Test query pipeline input component.""""""\n']","['QueryComponent1', 'QueryComponent2', 'InputComponent', 'QueryPipeline', 'p.add_modules', 'p.add_link', 'p.run']",7
repos/llama_index/llama-index-core/tests/query_pipeline/test_query.py:test_query_pipeline_multi,test_query_pipeline_multi,function,11,38,32,357,9.39,0,0,[],[],[],219,"['    """"""Test query pipeline.""""""\n']","['QueryComponent1', 'QueryComponent2', 'QueryPipeline', 'p.add_modules', 'p.add_link', 'p.run_multi']",6
repos/llama_index/llama-index-core/tests/query_pipeline/test_query.py:test_query_pipeline_multi_batch,test_query_pipeline_multi_batch,function,11,46,40,398,8.65,0,0,[],[],[],236,"['    """"""Test query pipeline.""""""\n']","['QueryComponent1', 'QueryComponent2', 'QueryPipeline', 'p.add_modules', 'p.add_link', 'p.run_multi']",6
repos/llama_index/llama-index-core/tests/query_pipeline/test_query.py:test_query_pipeline_multi_intermediate_output,test_query_pipeline_multi_intermediate_output,function,14,69,45,728,10.55,0,0,[],[],[],257,"['    """"""Test query pipeline showing intermediate outputs.""""""\n']","['QueryComponent1', 'QueryComponent2', 'QueryPipeline', 'p.add_modules', 'p.add_link', 'p.run_multi_with_intermediates']",6
repos/llama_index/llama-index-core/tests/query_pipeline/test_query.py:test_query_pipeline_partial,test_query_pipeline_partial,function,14,48,33,599,12.48,0,0,[],[],[],175,"['    """"""Test query pipeline.""""""\n']","['QueryComponent1', 'QueryComponent2', 'qc2.partial', 'QueryPipeline', 'p.run', 'p.add_modules', 'p.add_link', 'Chainable2']",8
repos/llama_index/llama-index-core/tests/query_pipeline/test_query.py:test_query_pipeline_single_arg_inp,test_query_pipeline_single_arg_inp,function,4,8,7,93,11.62,0,0,[],[],[],145,"['    """"""Test query pipeline with single arg input (no kwargs).""""""\n']","['QueryPipeline', 'QueryComponent3', 'p.run']",3
repos/llama_index/llama-index-core/tests/query_pipeline/test_query.py:test_query_pipeline_sub,test_query_pipeline_sub,function,11,24,21,254,10.58,0,0,[],[],[],204,"['    """"""Test query pipeline.""""""\n']","['QueryComponent2', 'QueryComponent3', 'QueryPipeline', 'p.add_modules', 'p.add_link', 'p.run']",6
repos/llama_index/llama-index-core/tests/query_pipeline/test_query.py:test_query_pipeline_super_conditional,test_query_pipeline_super_conditional,function,14,152,81,1529,10.06,0,0,[],[],[],534,"['    """"""This tests that paths are properly pruned and maintained for many conditional edges.""""""\n']","['simple_fn', 'print', 'over_twenty_fn', 'final_fn', 'FnComponent', 'QueryPipeline', 'qp.add_link', 'qp.run']",8
repos/llama_index/llama-index-core/tests/query_pipeline/test_query.py:Chainable2,Chainable2,class,3,8,8,84,10.5,0,0,[],[],[],128,[],[],0
repos/llama_index/llama-index-core/tests/query_pipeline/test_query.py:QueryComponent1,QueryComponent1,class,13,70,40,608,8.69,0,2,[],[],[],19,[],[],0
repos/llama_index/llama-index-core/tests/query_pipeline/test_query.py:QueryComponent2,QueryComponent2,class,13,69,39,615,8.91,0,2,[],[],[],56,[],[],0
repos/llama_index/llama-index-core/tests/query_pipeline/test_query.py:QueryComponent3,QueryComponent3,class,13,59,38,537,9.1,0,1,[],[],[],93,[],[],0
repos/llama_index/llama-index-core/tests/query_pipeline/test_query.py:Chainable2:_as_query_component,Chainable2:_as_query_component,method,2,2,2,23,11.5,0,0,"['self', '**kwargs']","[None, ' Any']","[None, None]",131,"['        """"""Get query component.""""""\n']",['QueryComponent2'],1
repos/llama_index/llama-index-core/tests/query_pipeline/test_query.py:QueryComponent1:_run_component,QueryComponent1:_run_component,method,1,4,4,50,12.5,0,0,"['self', '**kwargs']","[None, ' Any']","[None, None]",37,"['        """"""Run component.""""""\n']",[],0
repos/llama_index/llama-index-core/tests/query_pipeline/test_query.py:QueryComponent1:_validate_component_inputs,QueryComponent1:_validate_component_inputs,method,3,22,12,127,5.77,0,2,"['self', 'input', 'Any]']","[None, ' Dict[str', None]","[None, None, None]",29,"['        """"""Validate component inputs during run_component.""""""\n']",['ValueError'],1
repos/llama_index/llama-index-core/tests/query_pipeline/test_query.py:QueryComponent1:input_keys,QueryComponent1:input_keys,method,2,3,3,46,15.33,0,0,['self'],[None],[None],46,"['        """"""Input keys.""""""\n']",['InputKeys.from_keys'],1
repos/llama_index/llama-index-core/tests/query_pipeline/test_query.py:QueryComponent1:output_keys,QueryComponent1:output_keys,method,2,2,2,38,19.0,0,0,['self'],[None],[None],51,"['        """"""Output keys.""""""\n']",['OutputKeys.from_keys'],1
repos/llama_index/llama-index-core/tests/query_pipeline/test_query.py:QueryComponent1:set_callback_manager,QueryComponent1:set_callback_manager,method,12,64,37,550,8.59,0,2,"['self', 'callback_manager']","[None, ' Any']","[None, None]",26,"['        """"""Set callback manager.""""""\n']","['_validate_component_inputs', 'ValueError', '_run_component', '_arun_component', 'self._run_component', 'input_keys', 'InputKeys.from_keys', 'output_keys', 'OutputKeys.from_keys']",9
